name,address1,city,state,code,country,website,descript
Uinta Brewing Compnay,1722 South Fremont Drive (2375 West),Salt Lake City,Utah,84104,United States,http://www.uintabrewing.com/,
Ukiah Brewing,102 South State Street,Ukiah,California,95482,United States,,
Umpqua Brewing,,Roseburg,Oregon,,United States,,
Unibroue,80 Des Carrires,Chambly,Quebec,,Canada,http://www.unibroue.com,"There is more to certain beers than simple refreshment. Unibroue has raised the standards of conventional beer in by brewing craftsman beers for savouring.  Of incomparable quality and a taste, the beers at Unibroue are entirely natural, contain no chemical additives or preservatives, and are made with first quality ingredients.  Rediscover beer with Unibroue. You will never taste beer the same way again!"
Unicer,,,,,Portugal,http://www.unicer.pt,
Union Barrel Works,6 N. Reamstown Road,Reamstown,Pennsylvania,17567,United States,http://www.unionbarrelworks.com/,"Union Barrel Works is a restaurant and brew pub located in Reamstown, Pennsylvania in an historic building which originally functioned as a hardware store. It later became Reamstown Garment and was a sewing factory. The building itself was built in 1911 and still has the original hardwood maple floors and authentic tin ceiling. Come visit us for a great atmosphere, better food and excellent beer!"
Union Colony Brewery,,Greeley,Colorado,,United States,,
Unionsbru Haidhausen,Einsteinstrae 42,Mnchen,Bayern,,Germany,,
United Breweries Limited,1/1 Vittal Mallya Road,Bangalore,,,India,,
Upland Brewing,350 West Eleventh Street,Bloomington,Indiana,47404,United States,http://www.uplandbeer.com,"Located in downtown Bloomington, just a few blocks from Courthouse Square, we are open (and brewing award-winning beers) every day of the year except Thanksgiving, Christmas Day, and New Year's Day. The Tap Room and Biergarten has six everyday Upland beers on tap with additional Seasonal brews (Oktoberfest, Winter Warmer, Chocolate Stout, Maibockï¿½yea springtime!) throughout the year. (Check the News section opposite for seasonal release dates and related celebrations.) The Tap Room restaurant offers an eclectic menu of great pub grub (signature nachos, rib tips like no others) plus dinner fare that addresses sophisticated palates with cuisines from around the world. (Yes, we're a brew pub, but our wine list is excellent). Better yet, sign on to our Upland Update to learn who's performing. And while you're here be sure to check out the weekly dinner specials from the fertile imaginations of our excellent restaurant crew. Part of a group that's interested in brewing? Arrange for a brewery tour. We are proud of our hand-crafted, award-winning beers and would be delighted to guide you through the many stages involved in the brewing process. In the meantime, take the Virtual Tour for an inside look at how glorious stainless steel can be when directed to perform a noble task! Most of all, everyone here welcomes you to come by and partake of the Upland Experienceï¿½where great food, great beer, and great friends come together. Can't get to Bloomington? No problemo. As Indiana's largest microbrewer, you can find Upland beers in better stores, taverns, and restaurants throughout the state of Indiana."
Upper Mississippi Brewing,,Clinton,Iowa,,United States,,
Upstream Brewing Company at Legacy,17070 Wright Plaza,Omaha,Nebraska,68130,United States,,
Upstream Brewing Old Market,514 South Eleventh Street,Omaha,Nebraska,68102,United States,http://www.upstreambrewing.com/,"Derived from the Native American meaning of Omaha, upstream or against the current, the Upstream Brewing Company is just thatï¿½a restaurant different from the rest. Since opening in 1996, the Upstream has been all about freshï¿½from the handcrafted beers to the locally grown produce to the lively atmosphere. Not to mention the friendly, knowledgeable staff. So stop in today, and find out why we've been named one of Omaha's Best several years running."
Ushers of Trowbridge,,Trowbridge,Wiltshire,,United Kingdom,,
Utah Brewers Cooperative,1763 South 300 West,Salt Lake City,Utah,84115,United States,http://www.utahbeers.com/,
Utenos Alus,Pramons gatv 12,Utena,,,Lithuania,,
Valley Brewing Company,1950 W. Fremont St.,Stockton,California,95204,United States,http://www.valleybrew.com/,
Valley Forge Brewing,,Wayne,Pennsylvania,,United States,,
Van Honsebrouch,,Ingelmunster,,,Belgium,,
Vancouver Island Brewing,2330 Government Street,Victoria,British Columbia,0,Canada,,
Vermont Pub & Brewery,144 College St.,Burlington,Vermont,5401,United States,http://www.vermontbrewery.com/,VPB is the third oldest brewpub on the East Coast.
Vetterï¿½s Alt Heidelberger Brauhaus,Steingasse 9,Heidelberg,Baden-WÃ¼rttemberg,69117,Germany,http://www.brauhaus-vetter.de,"Founded 1987, Vetter Old Heidelberg Brewpub, was the first Bewpub in Heidelberg."
Victory Brewing,420 Acorn Lane,Downingtown,Pennsylvania,19335,United States,http://www.victorybeer.com,
Viking Brewing,234 Dallas Street West,Dallas,Wisconsin,54733,United States,,
Vintage 50 Restaurant and Brew Lounge,50 Catoctin Ct. NE #100,Leesburg,Virginia,20176,United States,http://www.vintage50.com/,"Vintage 50, at this Leesburg, Virginia classically modern brewery.  Whether you enjoy a fine California cabernet paired with innovative New American fare, or a cold beer brewed on-site paired with classic comfort food, you will feel at home at Vintage 50. Guests will relax in style while enjoying libations from near and far as well as a menu that features fresh, seasonal ingredients."
Vivungs Bryggeri,,Romakloster,,,Sweden,,
"Voodoo Brewing Co.,LLC",215 1/5 Arch St.,Meadville,Pennsylvania,16335,United States,http://www.voodoobrewery.com/,
vyturio Alaus Darykla,Kuli vart 7,Klaipda,,0,Lithuania,,
Wachusetts Brewing Company,175 State Road East,Westminster,Massachusetts,1473,United States,http://www.wachusettbrew.com,"History Wachusett Brewery founders Ned, Kevin and Peter developed a significant appreciation for beer while attending Worcester Polytechnic Institute. Adventures in biking, canoeing, and hiking that led the trio to the northern New England states allowed them to visit some of the first operating craft breweries. Armed with a we can do this attitude the three cast off from their careers in engineering and biology to found the Wachusett Brewing Co. in 1993. Wachusett Country Ale was introduced to beer fans of Massachusetts the next year after lots of experimenting to get the formula just right. When Wachusett opened, the three designed and built most of the equipment; did the brewing and filling, selling and delivering, and everything else that a small startup brewery needed. Ned, Kevin and Peter are now backed by some of the most passionate and capable co-workers in the industry. Wachusett Ales continue to be hand crafted with the finest ingredients available, bottled and kegged in our Westminster facility. The three have never strayed from their plan to brew and sell the freshest, highest quality beers possible."
Wagner Valley Brewing,9322 State Route 414,Lodi,New York,14860,United States,,
Wainwright Brewing,3410 Sassafras Street,Pittsburgh,Pennsylvania,,United States,,
Walking Man Brewery,240 SW First Street,Stevenson,Washington,98648,United States,http://www.walkingmanbrewing.com/,
Walldorff Brew Pub,105 East State Street,Hastings,Michigan,49508,United States,http://walldorffbrewpub.com/,
Warsteiner Brauerei,Domring 4-10,Warstein,Nordrhein-Westfalen,,Germany,,
Watch City Brewing,256 Moody Street,Waltham,Massachusetts,2453,United States,,
Water Street Brewery,1101 North Water Street,Milwaukee,Wisconsin,53202,United States,,
Water Street Lake Country,3191 Golf Road,Delafield,Wisconsin,53018,United States,,
Water Tower Brewing,,Eden Prairie,Minnesota,55344,United States,,(No longer brewing)
Watney Brewery,,London,London,,United Kingdom,,
Watson Brothers Brewhouse,,Blue Ash,Ohio,,United States,,
Wdi-Bru-Huus,Florhofstrasse 13,Wdenswil,,,Switzerland,,
Weeping Radish Restaurant and Brewery - Manteo,525 N Virginia Dare Road,Manteo,North Carolina,27954,United States,,
Weinkeller Brewery - Berwyn,,Berwyn,Illinois,,United States,,
Weissbierbrauerei Hopf,Schtzenstrae 8-10,Miesbach,Bayern,,Germany,,
Wells and (&) Youngs Brewing Company Ltd.,,,,,United Kingdom,http://www.bombardier.co.uk/bombardier,
WernesgrÃ¼ner Brauerei,Bergstrae 4,Steinberg/Sachsen,Sachsen,,Germany,http://www.wernesgruener.de/,founded 1436
WernesgrÃ¼ner Brauerei GmbH,,"Steinberg-WernesgrÃ¼n, Germany",,,Germany,http://www.wernesgruener.de/,"The WernesgrÃ¼ner Brewery or WernesgrÃ¼ner Brauerei GmbH is a brewery in Steinberg-WernesgrÃ¼n, Saxony, Germany. The brewery was founded in 1436 when the brothers Schorer acquired the rights to brew and open a tavern. After establishing property for bottling they soon began brewing on what would become the foundations of the WernesgrÃ¼ner Pils Legend. It is known as the aforementioned Pils Legend, because it was a bitter specialty during the communist period in Germany. [1] Throughout the company's history it has endured numerous changes of ownership. In 1762 the GÃ¼nnel family bought the Schorer brewery. In 1774 the MÃ¤nnel family took over the bottling properties. Even though at the end of the 19th century the label now had five independent breweries, the families were still competing with each other. By 1910 the company had established itself throughout Germany and the Netherlands, and was even served on the renowned Hapag-Lloyd ships that ran from Hamburg to America.[1] The company was acquired by the Bitburger Braugruppe GmbH in 2002. The current output is 850,000 hl per year."
Western Reserve Brewing,,Cleveland,Ohio,,United States,,
Weyerbacher Brewing Company,905 Line Street,Easton,Pennsylvania,18042,United States,http://www.weyerbacher.com/,"At Weyerbacher, we're passionate about our brews. That passion is reflected in the diversity of our offerings. We currently offer over twenty styles of beers. These range from our flagship beers Double Simcoe IPA, Hops Infusion, Merry Monks' Ale, Old Heathen and Blithering Idiot Barleywine to our big seasonals like QUAD and Imperial Pumpkin Ale. And don't forget our bourbon barrel beers: Heresy, Insanity, and Blasphemy ( and yes, we actually age them in real bourbon barrels, and we only use the barrels once). We practically have a new seasonal every month."
WH Brakspear & Sons,,Henley-on-Thames,Oxford,,United Kingdom,,
Wharf Rat,206 W. Pratt St.,Baltimore,Maryland,21201,United States,http://www.thewharfrat.com,
Whim Ales,Hartington,Buxton,Derby,,United Kingdom,,
Whitbread Beer Company,Porter Tun House,Luton,Bedford,,United Kingdom,,
White Marsh Brewing Company,8149 Honeygo Blvd,White Marsh,Maryland,21236,United States,http://www.redbrickstation.com/,
White Oak Cider,18452 NE Ribbon Ridge Road,Newberg,Oregon,97132,United States,,
White Winter Winery,7665 US Highway 2,Iron River,Wisconsin,54847,United States,,
Whitstable Brewery,"Little Telpits Farm, Woodcock Lane",Maidstone,Kent,,United Kingdom,,
Widmer Brothers Brewing,929 North Russell Street,Portland,Oregon,97227,United States,,
Wild Duck Brewing,,Eugene,Oregon,,United States,,
"Wild Goose Brewery, LLC",4607 Wedgewood Blvd.,Fredrick,Maryland,21703,United States,http://www.wildgoosebrewery.com/,
Wild Onion Brewing,,Lake Barrington,Illinois,,United States,,
Wild River Brewing and Pizza - Cave Junction,249 North Redwood Highway,Cave Junction,Oregon,97523,United States,,
William Kuether Brewing,,Clear Lake,Wisconsin,,United States,,
Williams Brothers Brewing Company,New Alloa Brewery,Alloa,Scotland,,United Kingdom,,
Willoughby Brewing,4057 Erie Street,Willoughby,Ohio,44094,United States,,
Wilmington Brewing,,Wilmington,North Carolina,,United States,,
Wisconsin Brewing,,Wauwatosa,Wisconsin,,United States,,
Wolf Pack Brewing,111 South Canyon Street,West Yellowstone,Montana,59758,United States,,
Wolf Tongue Brewery,35 E. First St.,Nederland,Colorado,,United States,,Closed.
Woodforde's Norfolk Ales,Woodbastwick,Norwich,Norfolk,,United Kingdom,,
Wrzburger Hofbru AG,Hchberger Strae 28,Wrzburg,Bayern,,Germany,,
Wychwood Brewery,The Eagle Maltings,Witney,Oxford,,United Kingdom,,
Wychwood Brewery Company Ltd,,,,,United Kingdom,,
Wyder's Cider,255999 Eighth Street SW,Calgary,Alberta,0,Canada,,
Wye Valley Brewery,Stoke Lacy HR7 4HG,Stoke Lacy,Hereford and Worcester,,United Kingdom,,
Wynkoop Brewing,1634 18th Street,Denver,Colorado,80202,United States,http://www.wynkoop.com/,
Yakima Brewing and Malting / Grant's Ales,,Yakima,Washington,,United States,,
Yaletown Brewing,1111 Mainland Street,Vancouver,British Columbia,0,Canada,,
Yamhill Brewing,,Portland,Oregon,,United States,,
Yards Brewing,2439 Amber Street,Philadelphia,Pennsylvania,19125,United States,,
Marshall Wharf Brewing Company,2 Pinchy Lane,Belfast,Maine,4915,United States,http://www.marshallwharf.com,
Youngs & Company Brewery,26 Osiers Road,London,,SW18 1NH,England,http://www.youngs.co.uk,
Zea Rotisserie and Brewery,1525 St. Charles Avenue,New Orleans,Louisiana,70130,United States,http://www.zearestaurants.com,
Yegua Creek Brewing - Dallas,2920 North Henderson Ave,Dallas,Texas,75206,United States,,
Yuengling & Son Brewing,310 Mill Creek Avenue,Pottsville,Pennsylvania,17901,United States,http://www.yuengling.com,
